item_id,date_block_num
0,33
1,33
2,33
3,33
4,33
5,33
6,33
7,33
8,33
9,33
10,33
11,33
12,33
13,33
14,33
15,33
16,33
17,33
18,33
19,33
20,33
21,33
22,33
23,33
24,33
25,33
26,33
27,33
28,33
29,33
30,33
31,33
32,33
33,33
34,33
35,33
36,33
37,33
38,33
39,33
40,33
41,33
42,33
43,33
44,33
45,33
46,33
47,33
48,33
49,33
50,33
51,33
52,33
53,33
54,33
55,33
56,33
57,33
58,33
59,33
60,33
61,33
62,33
63,33
64,33
65,33
66,33
67,33
68,33
69,33
70,33
71,33
72,33
73,33
74,33
75,33
76,33
77,33
78,33
79,33
80,33
81,33
82,33
84,33
85,33
86,33
87,33
88,33
89,33
90,33
91,33
92,33
93,33
94,33
95,33
96,33
97,33
98,33
99,33
100,33
101,33
102,33
103,33
104,33
105,33
106,33
107,33
108,33
109,33
110,33
111,33
112,33
113,33
114,33
115,33
116,33
117,33
118,33
119,33
120,33
121,33
122,33
123,33
124,33
125,33
126,33
127,33
128,33
129,33
130,33
131,33
132,33
133,33
134,33
135,33
136,33
137,33
141,33
142,33
143,33
144,33
145,33
148,33
149,33
150,33
151,33
152,33
153,33
154,33
155,33
156,33
157,33
158,33
160,33
161,33
162,33
163,33
164,33
165,33
166,33
167,33
169,33
170,33
171,33
172,33
175,33
176,33
177,33
178,33
179,33
180,33
191,33
195,33
196,33
197,33
198,33
199,33
200,33
202,33
203,33
205,33
206,33
207,33
209,33
210,33
211,33
212,33
213,33
214,33
215,33
216,33
217,33
218,33
219,33
220,33
221,33
222,33
223,33
224,33
225,33
226,33
227,33
228,33
230,33
231,33
232,33
233,33
234,33
235,33
236,33
239,33
240,33
241,33
242,33
243,33
244,33
246,33
247,33
248,33
250,33
251,33
252,33
253,33
255,33
256,33
257,33
258,33
259,33
260,33
261,33
262,33
263,33
264,33
265,33
266,33
267,33
268,33
269,33
270,33
271,33
272,33
273,33
274,33
275,33
276,33
277,33
278,33
279,33
280,33
281,33
282,33
283,33
284,33
285,33
286,33
287,33
288,33
289,33
290,33
291,33
292,33
293,33
294,33
295,33
296,33
297,33
298,33
299,33
300,33
301,33
303,33
304,33
305,33
306,33
307,33
